id,sent0,label
2914, Thakarthu,1
2915, ayyeeee.....ithenthu samsaram....slangue pattilla lelettanu ...... sadharana malayalam mathi aayirunnu....ithu nalla bore aayitund,2
2916, Hang ayo,3
2917, Ee varshatthe maraka mass padam kidu bgm,1
2918, Ini katta waiting   Lucifer releasing day   Ettante fans like adikkeda,3
2919, Kekan. Nalle. Sugam. Ingne.  Jeevich.  Nokk.   Pani.  Nalle. Kittum.   Ellla bagath. Ninnum,3
2920, Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...,1
2921, 17K Views 112K Likes ‍ Youtube Are U Drunk🤣🤣,0
2922, Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu,1
2923, Mammoookkaaaa.... kidu mammookka irangiyappo pilleru sasi aayi..,3
2924, BGM Semma    from TamilNadu,0
2925, Mamookka oru rakshayum illa kidilan,1
2926, Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer,2
2927, policekaarante nenjath chavitti nilkunnath maathram kaanan theatril poyavar aarelum undo?,3
2928, Lucifer trailer ethineka kuduthal repeat adich kandavar like adi,3
2929, Police pwoli anallo...lal inte thirichu varavu...,1
2930, face kanikkathe mass kanikkanamengil ikkakke sadhikku,1
2931, Id kanditt bestt actor movie ormma vanna arenkilum undoo,3
2932, onnum parayanilla mammoka superb bgm woww,1
2933, Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....,2
2934, Mammookka athirappalli vellachattathinte munbiloode nadannu pokumbole romancham vannavar like adi,3
2935, Watch From  saudi. (Riyadh ),0
2936, Arjun reddy bgm poole thonniyathu enniku mathram aano?,3
2937, Odiyanekaal kooduthal kanji vendivarum lucifarine,3
2938, November 21ode kore recordukalk oru theerumanamaakum,3
2939, 0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :),1
2940, Njan youtubil new ana enn onnu support cheyumo pls,3
2941, @ 0:26 - Kamal Hassan. 🧐🧐🧐,3
2942, TRAILER KIDU,1
2943, @vibin mangalassery,1
2944, Madi idu madi laalletta  Ninga polichuuu,1
2945, Dialog  bora ettan .saatha dilogu matre pattu .dileep .mammoka  dilogu suppera,2
2946, Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru,1
2947, Pwloichu LaletTa ettaN anu njn  Terrible devil mass maranamass,1
2948, Odiyante releasinginu vandi kathu nilkukyanu laletta,1
2949, Mammokka Age 68 ....     NO WORDS,1
2950, Settt,3
2951, Dhaivathinte swntham naadu kidukkaachi,3
2952, Prithviraj illenu manasilayi surajine kandillallo. Siddik thirichethiyitund.,3
2953, Best Cinematography Kidilan Oru Rakshayum Illa,1
2954, Oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam,1
2955, 1:08  back groundile photo sukumaran sir .....lalettante appachan ...,3
2956, Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum,2
2957, Ohh mamooka kalaki...Adipoli trailer... Best Wishes from Tamil Nadu.,1
2958, Padam kurachode dark theme aakayirunnu,4
2959, njan katta llaletten fana ikka ettente pilleru koodu  ekkante pillerekkode aaagoshikkkan,1
2960, 1:20  Its not kannadan its kannadiga,0
2961, Kidu trailer  by katta mammooka fan,1
2962, Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan,1
2963, Mammookkayude sound oru rekshayum illa pwolii,1
2964, A10 nte mass kanan vannavar Addik oru   like,3
2965, 192K views,0
2966, surajinte body transformation... ho... vere level nadan aakuvanello oro padam kazhiyumthorum..,1
2967, ikka.......Trailer powli..  frm A10 fan,1
2968, Trailer ittapozhekku dislike vannu athinu Artham avar ikkye pedikkunuuu. Love u ikkka,1
2969, Ichaakkaa.. Pwolichu tto   All the best mammookka   By  lalettan fan,1
2970, thalaivaaaa.......  sollarathu Mattumdha...saiva..... ethrayum nall evidarunu....    chillarkku kuru potti thudagi ....,2
2971, Vijayude padathinde trailerinu okke kodukkunna support nammude malayalam movie kkum koduthoode,3
2972, Tovino nte speech uff vere level mass,1
2973, Padam nalladalla ennulla abiprayam kettukond poya enik Predeeshichadilum nalla super padam kanan kaziju Cash povilla 101%,1
2974, Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi,1
2975, Poi chav Madura raja illalpo oruthnm thalla pokkula,2
2976, Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar',2
2977, Oru reksheyum illa 200 Kodi club ill kerum ennu orappolavar like adi,3
2978, Pwolich ikka love from ettan fan,1
2979, Mamangam is November   21.  Waiting,0
2980, 17 k views 114k likes  YouTube hang aayii makkaleee,3
2981, Njan padam kandu....kidukachi padam .....ellaarum ee padathe Patti negatives mathram parayunnu...I don't know why....any I lived this movie,1
2982, Enta ponnooo..... Adaar item.... Ith pwolikkum..,1
2983, Eniyum eniyum malayala cinema orupaad uyaragalil ethatte,1
2984, Trailer kandale ariyam lalapande adutha padakam....,2
2985, Thrissur pooram trailer  hidden details,3
2986, Pettennu 1m akkkuu guyssss ikkaaa fansinte power kanichu kodukk,3
2987, Against കമ്മീസ്,3
2988, Eppam samayam 1:20 am 4million views 2:30 am akumbozhelum akumo(saudi time),3
2989, Katta waiting aanu makkale june 16th DERICK ABRAHAM entry,1
2990, Vannu nammude mwuth John Abraham Palakal,1
2991, Karikk nte videos ittall pinne youtubeinte trending system aangu maari mariyum🤩🤩🤩  #1 aangu maatikko,4
2992, 0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?,3
2993, Njagaloke  kandittum verukanilalo  eatta Only reason   LAKETTAN,3
2994, Enganey thonnunnadey. I. Trailer Inu dislike adikkan,2
2995, Ethra peru unde Lalettante  punch dialog eshtapettavar,3
2996, #Mamangam #Mamangamtrailer #Mammootty  mammoookkkaaaaaaaa polichuuuuuu,1
2997, Nammade laletttante LUCIFER anu athukum mele  LALETTAN FANS LIKE HERE,1
2998, 30 min 400k view adichu makkale🤩🤩🤩,1
2999, Padam first day kandittu vannavar arokke ind,3
3000, Views 17k,3
3001, Laalappaa ikkayod muttaan nikkandaa.RAAJAyum pillerum strongaa TRIPPLE STRONG.Laalappan koottiyaal koodoolaa.,2
3002, All the best ikkaa nalloru padam avatte madura raja,1
3003, Ikka.....   unni ettan    Ellarum polichutta,1
3004, Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass,1
3005, Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan,1
3006, 0:30 Theatre ilaki mariyan povunna scene 🤗🤗,1
3007, video kande comments nokana guyz oru like,3
3008, padam vere level aanu  big B ye kaalum mass aanu,1
3009, Waiting for Mamaaankam Days,0
3010, Trailer kanditu mammooka veendum karayipikum ennu thonunu,1
3011, ith kandappo pulimurugan ormavannavar like adi,3
3012, Vinneth aanalle vivek oberoi kku sound koduthath,3
3013, ente mamookkaa.... ijjathi....  romaja.kanjukam..  mammootti istham....  ithu kalakkum.. polikkum... thimirkkum,1
3014, Gym Bossin Vidaa... Ittymaaniydde Margam Kali Ini Troll Lokam Bharikkum,3
3015, Wawu..variety ayitt ind.. oru korean movie level..,1
3016, lalettan masssda vyara lavala athukum myaley I love you laletta..,1
3017, Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king,1
3018, Kidilam theme  Padam theatril kandrikum #lalettan fan,1
3019, mollywoodin thala uyarthan  mammookkayude vaka puthiya oruitem koodi     mammookka fan like adi,1
3020, 100 cr aanannu Antony parayaan paranju,3
3021, vere level....anne Ikka hatrick adikkummm.......ee  movie katta waiting.....vaishak sir,1
3022, I'm a big fan of you Mammookkkaqq,0
3023, Polichu katta wait mamooka fans adi   like,1
3024, All D best from challenging star D boss kannadiga,0
3025, Ente ponnoo ijjathii marana masss,1
3026, open for online job for students,0
3027, 12 Mani kazhn kaanunnvar ivde like,3
3028, Ore daivam... pakshe marannamila.....lalettan... Eshtam...... Stephen,1
3029, Dislikes have no roles# 66k likes mathi,3
3030, Make up kurach koodiyo enn oru doubt,4
3031, Polichu machane Lucifer ellarum kananam .,1
3032, I lik both lalettan and ikka  madhuraja kollam gud ishtyi trailer but lucifer vere level tanne anu,1
3033, Nyan lalettan faanannu pakshe stylishaayitttu ijjathi padangal chyyan ikkakku kazhiyullu,1
3034, Hit like yash bosss fannsss form kgf,0
3035, 2Thavana kuduthal trailer kandavar like adi,3
3036, 1:34 side ill nikkunnath prithviraj alle,3
3037, Mamangam & Kunjaali Marakkaar  MAMMUKKA & LALETTAN FANS Like here V R 1,0
3038, Whose here just for Sunny?  Hit like,0
3039, Trailer kollam pakshe annu blouse undayirunno,4
3040, ഇതിന്റെ background music kittan valla vazhiyum undo. Kidilan,1
3041, Visual treat enu parnja dhe idhan. Mammooka,1
3042, Nice trailer but manju again,4
3043, Njan mathramano e trailer onnil adhikam thavana kandath,1
3044, Happy birthday megastar mamookka  once king is always king,0
3045, Dislike adiche  jimitttan fans n,2
3046, ee trailaril ake oru bore ullu.....shajoninte oru shot....pulli kattil appiyidan irickunna oru feel...........,4
3047, Ee item vache mammal nammude pracharanam thakarkum,3
3048, Polioru mass film airikumm anullavr like adiku,3
3049, oronnu padam pidikan irangum..paisa poyathinte  deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu..arum kanallu .. thank me later,2
3050, Pakahe prithivraj evide poyi? Pokirirajail undayirunuallo...???,3
3051, Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk,1
3052, Chennai rohini theataril aareke undagum  fast day,3
3053, Olaaaa   oooola  oooole,2
3054, Pakka thane pore indha raja yude Aattathe  Madhura veera raja,0
3055, Katta Murali gopi fanzz adikada like,3
3056, Iniyum venam kurachum koodi ulla trailer,3
3057, Chill roomil kudungi ice aaayi ppopya penkuttiyue katha,3
3058, SUPEEERRRRRR LAL ETTAN AND PRTHIVIRAJ SUPERB,0
3059, Ikka polikumen urappullavar like and comment please,3
3060, Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu,1
3061, Watch #OreVidhi #Malayalam #Shortfilm  -,3
3062, PTA nhi Bollywood walo ko aise movie banani nhi aate Kya,0
3063, Ithu vere level Padam aayirikkum . Enthaayalum Madhura Raja pole valiya oru vijayam aakatte,1
3064, Dis like addichavark ende vaka naduviral namaskaram,2
3065, Likes nd konda korayne??180k indairunu ipo 131k???,3
3066, Now 5.2k dislikes Trailer varunnathine munpe ingane appol padam irangiyalo  Andha bayam irukkanam,4
3067, aa dislike  mikkathum  mohan lal fans aayirikkum,2
3068, nyz .padam polikkumhikka with akka ishtamh,1
3069, Fan fight alla malayaligalkulla abhimanam avattee,1
3070, alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘,1
3071, Trailer release aakunnathinu munnae 1.3k dislike ooo,2
3072, Hype kurakan Samthikoolla alle?   Ijjathi ittems oke irakiyal engane hype illathirikum.,1
3073, Looks totally hopeless....Oru Kannan thamarakulam level padam aakumnnu thonninu...,2
3074, DIRECTION IS REALLY HEAVY...... SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT........... ALL IN ALL KIDU............. ROMANJAM............,1
3075, 27th Character poster.. Aaa suspense + hype inu kodukkanam oru like.,3
3076, Padam kandittu  Vannavaradi  Oru kidukaachi Box office Karakkiyadi  Like,1
3077, Mammookka did it last  sooper man punj is owsume,0
3078, All The Best Ikka & Mamangam Team,0
3079, Enna masss  bgm  Gopi sunder BMG's  vere level,1
3080, Enallum pandu nasirum jayanum filmsintoru feel kittunilla new charithra cinemagalku sheriyalle,4
3081, 16788 views but 82k likes,3
3082, Cheriya pulli ala avan  Padiche kalana.. Laleatttannnnnnnnnnn....,3
3083, Mass ka Baap   Maduraraja,0
3084, Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu,1
3085, FDFS  for sure samshayam venda,1
3086, Trailer adipoli anne paranjal pora vere levala,1
3087, Evg raja ni8 stephen big Ms rulling social media,0
3088, Any tamilnadu & telungana  surya fans here????? 🤪🤗🤗,0
3089, Ippo time 2:34 am... Kannunavar,3
3090, Tovino ichayante  Police vesham kandapolu eniku mathramano thonniyathu Kasaba Film Mammookkaya pole ichayanu varunu,3
3091, Sambavam kidu ayandu..but pratheekshikkan pediya.. sherikkum pedichitta,1
3092, We have SLR gun  Slr -marksman rifle        Bullet-7.62 8x supported  Pubg daaa,0
3093, 17k view,3
3094, Uff. Oru rakshayumilla. 6 thavana kandu. Pwoli. Ikka mass,1
3095, massss ikkkaaaa vaishaakannaaa thanks all the best,0
3096, Nammal innu ee cinema kandu. Narthe njan lallettean fan ayirunnu ippol njan mammooty fan ayi,3
3097, #Mamangam era. Awsome trailer. 1.50 - 1.55 .,0
3098, Entharanjittadoo okke unilke cheyyanee.......naanamketta paripaadi....kashtapettu cinima edutha ....athulim koreee ennam und ....vivaadhavum kond irangikolum,2
3099, All the best from prithviraj fans🤩. Next prithviraj mammukka vech padam varatte....katta waiting,0
3100, Allelum murali gopi moviesinte trailer kidu aayirikum pakshe padam disaster aayirikum,4
3101, Venda kutaaa... Urutaaam.....  Tovino ishtam🥰 Katta waiting,1
3102, Katt waiting far lalattan far lusifer,1
3103, Jayatten muthan nammade mass aanpolikk jayettasupport cheyyumnn ullavar ivide like,3
3104, Become an arjun asokaN fan. .. padam kalakki,1
3105, Ettante look oru rakshayilla..... Chumma kasarii....,1
3106, Keep going mammukka....  katta waiting...,1
3107, Avalde pooroke adich pottichittundavum Valla kollasangavum 🤣🤣🤣,3
3108, Chaadi vettal kurach over aayo ennoru doubt,4
3109, Aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like.....,2
3110, vivek ovaria ka carar barbad Kar diya salman khan ne i het salman,0
3111, Love From #Mamookka Fan..Ee padam pwolikkum..#Katta_waiting..Rajuvetta Enta Romam okke enittu ninnu breakdance kalikunnu..,1
3112, Malayalathile kgf nrachi mari mandristanam ayi athe ullu,3
3113, Pakka mass..... Ikkka heavy    Bgm pwolich,1
3114, Inganeyumundo pottanmaar... Pramukhanmaar... FAN made aanu hey.... Ha ha,2
3115, Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka,1
3116, Ee Padam hitakkamo ennnariyilla   Pakshe ee Onam oru theatrill full cinemakkala,3
3117, Ippam ivide ullvar laik adichu poku,3
3118, Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil,1
3119, Onnum parayaanilla Kanda Eee hangover aadhyam onn maaratte,1
3120, Enikk oru 10 like taroo plz,3
3121, Marichu veezhumbol Ulla aa nanaja Kai..athile Katti Romam..lalettan thanne aano..I mean double role!!!!!,3
3122, Trailer varumboyekkum ethu naayinte makkalaa dislike adikene,3
3123, Adipoli trailer lalettan faninte ella supportum undakum ikka kiduki,1
3124, Laleetanu ikka fansite  Best of luck,1
3125, Tamil la yo Dubbing pannunka pulimurugan dubbing panna mathiri,0
3126, 1:47 vfx aavashyamillayirunnu.. mammukka mammukkayayi irikunnathane nallathe,1
3127, P K Ramdas enna vanmaram vinu pagaram aru...athanu chodiyam?,3
3128, Da ikka da mass da ikka ummmaaaa,1
3129, SHOOTING LOCATION :  PAYYANUR SUBRAMANI SWAMI TEMPLE,0
3130, Ellarm polikkattee.. ikka unnimukundan Prachi tehlan achuthan...fanism marann ellarm e padam kanumenn pratheekshikkunnu,1
3131, 173k views 173 k like... Pwoli,3
3132, ee  vishu lucifer  angu eduthu ennn paranjekkan paranju,1
3133, Jimikki kammal cross 99 m views,0
3134, Makkalee boxoffice pottitherikkan pokunnu.. katta waiting,1
3135, Madhuraraja trailer kandathinu shesham Ivide vannavar Like adi,3
3136, Newton enna hindi cinema orma varunnu,4
3137, Dislike adicha ella mammuni pooranmarkum naduviral  namaskaaaram poy rodich theerkada pooooooranmareee,2
3138, Tovino machante katta fans adikk like,3
3139, Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka,1
3140, Haters noke kurachu kanjii edukatte..  Pakkaa mass,1
3141, Eee trailer trendingil thanne nilkanam. Orupadu alukalilek ee trailer ethicheranam,3
3142, Ithanu njngak ishtamm olla mammooka..padam hit avatte..from an ettan fan,1
3143, 0:46   vere level scene,1
3144, Die hard  Mohanlal Sir Fan,0
3145, Ini saakshyam vahikkaan pokunnath... Adiyude idiyude vediyude pooram,3
3146, Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale,2
3147, @1:26 voice over aaraanu ariyuo? Vivek Oberoi kku dub cheythirikkunna voice??,3
3148, Raju ettan I'll . Raju ettan ilangil or ith indavilla,4
3149, King of Malayalam Cinema !!! MEGASTAR MAMMOOKKA,0
3150, eee mammunnikk 10 million onnum ethikkaanulla traniyilla,2
3151, Dislike adicha thayolikal etha vaaaa...ithu polorennam kandittu dislike adikkan thonniyallo,2
3152, WAITING FOR RAJU ETTAN AND LALETTAN CONBO,0
3153, #ಕನ್ನಡಿಗ mohanlal sir fan from Karnataka,0
3154, Ingalu puthu muga director aano Rajuvetan,3
3155, #L2 Finale Announcement post kand Trailer കാണാൻ വന്നവരുണ്ടോ?!!,3
3156, Bilal John Kurishinkal  John Abraham Palakkal,3
3157, മാക്സിമം ഷെയർ cheyyu.... Trailer erangunnathinu munp maximum likes...,3
3158, Memories + D16 + Great Father + Ganster :P,3
3159, aaraadaa dis like adichathe hae .da da da,2
3160, Dislike adikkunnavar trailer kaanathe dislike adikkan mathram vannavar..,2
3161, Dislike adikan vendi mathram trailer kanunna kure vanangalu,2
3162, Kidu item ikka ith trendigil vannirikum,1
3163, See mamangam narrating by mammookka its fabulous this i just feel like   Olu abdunte penna....nta penna,0
3164, Marakkar           Like  Mammangam comment:-),0
3165, laletan ennum anganeya pwolichadakkum athan laletan,1
3166, Raja 100cr adikkumenn urappullavar like adikk,1
3167, Eee onam lalettanum pillerum agu eduthu,1
3168, Ettanu njngal vijay fansinde vaka vijayashamsakal,1
3169, Adhu ennavo namma Tamizh rasigalukku MAMMOOTTY SIR mattum pidichu pogudhu,0
3170, oru rakshayillaaaaaaaaaaa . mass nte extreme,1
3171, Heavy Waiting,1
3172, Ee role cheyan Lalettan mathrame pattu!,1
3173, Goosebumps  kidilan trailer  #FDFS #GAMECHANGEROFMOLLYWOOD,1
3174, Kuru pottikkan aarum varanda...ith vere level aan makkale,2
3175, alla ee ikka ithu enthu bhavichaa 2019 full aghu edukkuvano,1
3176, Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot,1
3177, 192K views....197k likes,3
3178, feels more like a tamil telugu masalappadam.. pokkiriraja comedy aayirunnu highlight.. ithil athum illennu thonunnu... trailer nirashapeduthi...,2
3179, Enth parayana ...pwolich adukki Bgm Vera level,1
3180, Rajuettan illathu oru porayima anu jai vendarunnu paksha sambavom kollam,4
3181, for lucifer  3D,0
3182, Ikkaye big screenil kaaanaaan katta waiting... Ikka anbe,1
3183, Mollywood game changer  #magnum opus mamaangam,0
3184, 1m views and 150k likes,0
3185, Myr guhan nnthuva  ee kattunnath🤣,2
3186, Indian cinimayil mamankathe vellan anoruttan Vere janikanam,1
3187, Oru janathayude nayakan megastar ammmukka in&as hollywood level movie,1
3188, Ikka fans onnu like cheythit po,3
3189, Ikka haters onn ood kandam vazhy....,2
3190, Ettan fan adichu polikyeda like button,3
3191, Veree leval mommukkaaaaa marana maaaas,1
3192, Dislike adicha mamookante  fanse odu myrukale,2
3193, Ithentha big b remakeoo Ennayaalum maassssss item annn mammuka vere level,1
3194, Malayala cinemayude range maatti rachikkuvaan pokunna mamanga maholsavathinu thiri koluthi waiting for NOV 21 #MAMMOOKKA #MAMANGAM #FDFS,1
3195, Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa,4
3196, Lalettan kiduki ithu verum mass alla marana mass   FDFS ne pwolikane......  Appo engane ettan fans,1
3197, A fan from Bangladesh mamookka ki Jai...,0
3198, Hindi me kabhi aayega trailer and movie,0
3199, Thala Ajith and mammooty sir fans.kanyakumari,0
3200, Trailer igane aanekil,1
3201, Yethanu trailer trendigil varaathath vaishaketta nigal kaanunille,2
3202, Trailer kanan vanna katta Lalettan fans undel like adikku machanmare.....,3
3203, Ithine okke anu trailer ennu parayunnathu,1
3204, Kidu  Lucifer  A10,1
3205, Kola masss item lalettan polichu,1
3206, Mass uff no reksha ingale powliyaane lalettaaaaaa lb u,1
3207, Naalu Bengalikal chernnu valichu kadalil ittal theeravunnathe ullu ninte Japan.,3
3208, Hahah dislike kuranju....athu mammoottyy fans annanu parayyooooooo,3
3209, 1st show  njaan ang edukkuvaaa,1
3210, Ente laletta powli. Romanjam...... Umma..... Love you laletta. Raju etta ningalu powliyanu,1
3211, Adukala oru aan kutiye palathum padipikum.....parasyam kand vannavar...,3
3212, Dislike adichu de grade cheyyamennathu mohamalla setanmare..vyamoham,2
3213, Ikka Ella malayalikaludeyum ahangaramaya vigaramanu . love uuuuuuuuuuuuuuuuuuuuuuuu ikkakkaa,1
3214, Suraaj ettan last dialogue very funny,1
3215, Trailer adipoli ayyi but yevedokko pulimurugan feal vannille,4
3216, padam ennum kandu  eppazum kannan thonunna padam,1
3217, I'm wishing long Young Life to mammokka,0
3218, Schoolile pillare kandille thaadiyum meeshayum okke undllo 🤔,4
3219, Karnataka superstar kichcha sudeep fans one like,0
3220, Mammookkasss good intro & good dailogue,0
3221, Sarkar teaser likes VS odiyan trailer views,0
3222, Once a king,1
3223, Kalath chaya kudikkunnathinu munpu trailer nokiyavar arokke?,3
3224, 1:10   Kalippu on            unda,0
3225, I am waiting for kappan Moganla and Surya,0
3226, Trailer iragunnathinu mumba dislike adikkunnavarkk Naduviral namskkaram,2
3227, Trailer ishtapettu like ittitundu .  . . .  .june 14 kanam    . .,1
3228, Njan lalettan fan aaanu Enthayalum mammukkaa polikkatte  വിജയാശംസകൾ,1
3229, Ikaa!!  Velya promotiononum nilkathey abhinayikunna padankal hitakunna maanthrikan !!,1
3230, Gangster vannu thakarthu ini monsterinte oozham #L,1
3231, Mammooka back ennu payunna comments nodu : eka evideyum poyitilla thirichuvaran.,4
3232, Villan aayi Suresh Gopi venam aayirunnu,4
3233, Trailer kandu lalettaa Cinema super hit avum all the best to you lalettaa,1
3234, This is gonna be an epic Mammookka,0
3235, Enganeyund padam...? Genuine rply pls paisaku kurachu kshamamulla timaanu.. kaashu povo?,3
3236, watch this if u r malayali,0
3237, Youtube is hang. ..      madhura. Raja,0
3238, Ittymaani trailer kalakki polichu thimirthu ee onam nammal ingedukkuvaa,1
3239, Vazhthukal Malayalam cinema,0
3240, 1989 - Oru Vadakan Veerakadha. 2009 - Kerala Varma Pazhassiraja  2019 - Mamangam  History repeats...  Just one name is enough....MAMMOOTTY.,0
3241, ithil dislike adichavarkkellam ente naduviral namaskkaram,2
3242, Rip bahubali,0
3243, Ufff  kidukkachi nalla rich feel,1
3244, mammookka uff ijjathy trailer..romanjam mathram !,1
3245, Oru rakshayum illa trailer pwolichi  padam maximum theatril thanne poi kanaan nokkum Mohanlal fan,1
3246, Ithu kandappol aarkelum  lalettante jilla tamil filim look manasil vanno?,3
3247, Villain polichu Malayalam movieyil njan ivane polore villane kandittillla,1
3248, Muriv etta simhathinde shwasam garjanethakal bhayangaram ayirunu. Ijjathi comeback. Kanji chodichavark biriyani koduthu prithvi and ettan.   /\,1
3249, malayalam film industry ile etavum stylishaayitulla trailer.. LUSIFER,1
3250, Jayasurya entry ulla bgm   Arjun Reddy pole arkenkilum thonniyoo,4
3251, mammookka swantham cinimakalkk pratheeksha nalkarilla but abrahamin nalki,1
3252, Rajayude  triple advace,3
3253, Unda  alla Unda Pori...unda boxofficil pattakam pole pottanja mathi,2
3254, madhuraraja and lucifer randum 100cr club urrapayi,1
3255, Malyala cinemaye verey level aakum mamankam,1
3256, Theatarukalil chiripooram theerkaan laalettante ittimaani varunu oru pakka entertainment movie aanenu urapullavar like,3
3257, Aaadai film orma vannavar ivide camon,3
3258, Aatttttt 1.04  mohanlal sir  Wating from NTR fan,0
3259, Ravananaya avane nerkkunere nilkkan Oru Maha Avatharam thanne vendi varum #mamangam #mammookka,3
3260, Oru mazhathil okke thalledo commentolikale  Padam irangatte vijayikkatte,4
3261, Ikkayude Sound Mathram mathy FDFS urappikan,1
3262, film putumayulla theme anu. climax adupich kurach clishe aanenkilum padam kollam.,4
3263, Rajuettan fans undengill like adi makkalee,3
3264, Karyangalkoru theerumanam aya sthithik cash kalayunnilla.. Odiyan,3
3265, Raju ettan  lalettan  MURALI GOPY,3
3266, SOUBIN FANS LIKE HERE  SOORAJ FANS COMMENT HERE,0
3267, #powlichu Laletta#,1
3268, Mammookka Nte Look Vere Level,1
3269, It's a blockbuster .... prithvi keeeee jai. ....,1
3270, Ethine dislike adicha nainte makkal eatgaaa,2
3271, Adipoli bgm and fight scenes super,1
3272, Padam kandu... Mammokka guest aanenkilum puthya piller pwolich ... Pina action fighting stunts okke vera level eenu,1
3273, lalettan sound ......................:) :) koothara style tone..,2
3274, Mammunniyepole oliporallithu Eathu yudham vannalum munpilundavum laettan ....dialogue delivery pirannu...ee parayunna neeyokke pedukkum padam irangiyal,2
3275, അടിപൊളി....  ikka fan aaya enik polum romanjam,1
3276, Paranju thudayil 30 alla avande achachan muthal parayendi varum🥰,3
3277, naale release aakane patto veyya wait cheyyan,1
3278, Lalettan fan anu. But enk idh fans show kananam. But nadakulla. Ufff mammooka nth looka ah,1
3279, dileep  first day kaanan pokum family aayitt.. dileepinte cinema aanenn paranjalle..ammayum wifeum cinema kanan varukayullu.. ingane aan pandu muthale..,1
3280, That rajini dialogue #Seiradha dhan solluvan Soldradhan dhan seivanMamukka,0
3281, last Super man punch super..... Ikka,0
3282, Rajuaattan na miss cheyyunnu. angilum raja return pwolichu. Mommookka thakarkkum.,4
3283, Enthaayalum haters nu rosham theerkkan oru dislike button indayath nannayi..keedangal,2
3284, open for online job for,0
3285, Pazassiraja  ennu parannu  chilakunnavar  orkuka athu flop nnu,2
3286, Odiyan pottum .. Nayika maju anu.. Laletta vere aram kittiyille,2
3287, RAJA RAJA RAJA MADHURA Veera RAJA,3
3288, Trailer kandittt ith oru puthiya anubavam aayirikkum a new kazhcha in Malayalam movie,1
3289, Ennalum ee tamilanmark ntha ithil karyam,3
3290, Lal fans kurachu kashttapedu unlike adichuuu,2
3291, Pakshe padam villain movie pole aanuna kelkune emotional thrilling movie aano,1
3292, idhu kandondu irkumbo romanjam koodi koodi verunnu,1
3293, entee moone goosebumbs overload raju ettan direction polikum,1
3294, Heavy trailer. Rajuettaaa pwlichu.. by a ikka fan,1
3295, Njan satyathil lalettan fana But e Trailer Oru rekshayilla Vera level pwoli,1
3296, Uff.... ingnethe oru trailer malayalam industryil thanne vannukanilla. Oru rakshayum illa adaar item thanne aann മമ്മൂക്ക,1
3297, Great trailer  I am Srilankan tamil Eniki malayalam manasilaytu  Kumbalangi nights fame Anne bae   Hit like anyone SriLankans,0
3298, Pwli trailer,1
3299, Ilka polichuu  pishu  padam polikuma,1
3300, kollakolli item enne paraju kettate ullu eppol kando first day locked,1
3301, Orupadu ishtayi..... Nalla oru cinema pratheekshikunnu.... Ellrm kidu ane...,1
3302, FOR A NEW GENERATION DICTIONARY VERSATILITY HAS A NEW DEFINITION.,0
3303, Ikka ullath kond mathram Trailer  Kaanan vannathaa,3
3304, Kunjali marakkar dialogue presentation is so accurate.,0
3305, Mammoka varunathu mathram kollam bakki short film polundu,4
